Sample in Buffer,Sample in Window,TRIGGER,ts_valid_d2,ts_coarse_d2[31:0],ts_fine_idx_d2[8:0],psdone,current_loop_cnt[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED,HEX,UNSIGNED
705,705,0,1,385cc1a4,21,0,18
706,706,0,1,385d84f4,21,0,18
707,707,0,1,385e4844,21,0,18
708,708,0,1,385f0b94,21,0,18
709,709,0,1,385fcee4,21,0,18
710,710,0,1,38609234,21,0,18
711,711,0,1,38615584,21,0,18
712,712,0,1,386218d4,21,0,18
713,713,0,1,3862dc24,21,0,18
714,714,0,1,38639f74,21,0,18
715,715,0,1,386462c4,21,0,18
716,716,0,1,38652614,21,0,18
717,717,0,1,3865e964,21,0,18
718,718,0,1,3866acb4,21,0,18
719,719,0,1,38677004,21,0,18
720,720,0,1,38683354,21,0,18
721,721,0,1,3868f6a4,21,0,18
722,722,0,1,3869b9f4,21,0,18
723,723,0,1,386a7d44,21,0,18
724,724,0,1,386b4094,21,0,18
725,725,0,1,386c03e4,21,0,18
726,726,0,1,386cc734,21,0,18
727,727,0,1,386d8a84,21,0,18
728,728,0,1,386e4dd4,21,0,18
729,729,0,1,386f1124,21,0,18
730,730,0,1,386fd474,21,0,18
731,731,0,1,387097c4,21,0,18
732,732,0,1,38715b14,21,0,18
733,733,0,1,38721e64,21,0,18
734,734,0,1,3872e1b4,21,0,18
735,735,0,1,3873a504,21,0,18
736,736,0,1,38746854,21,0,19
737,737,0,1,38752ba4,21,0,19
738,738,0,1,3875eef4,21,0,19
739,739,0,1,3876b244,21,0,19
740,740,0,1,38777594,21,0,19
741,741,0,1,387838e4,21,0,19
742,742,0,1,3878fc34,21,0,19
743,743,0,1,3879bf84,21,0,19
744,744,0,1,387a82d4,21,0,19
745,745,0,1,387b4624,21,0,19
746,746,0,1,387c0974,21,0,19
747,747,0,1,387cccc4,21,0,19
748,748,0,1,387d9014,21,0,19
749,749,0,1,387e5364,21,0,19
750,750,0,1,387f16b4,21,0,19
751,751,0,1,387fda04,21,0,19
752,752,0,1,38809d54,21,0,19
753,753,0,1,388160a4,21,0,19
754,754,0,1,388223f4,21,0,19
755,755,0,1,3882e744,21,0,19
756,756,0,1,3883aa94,21,0,19
757,757,0,1,38846de4,21,0,19
758,758,0,1,38853134,21,0,19
759,759,0,1,3885f484,21,0,19
760,760,0,1,3886b7d4,21,0,19
761,761,0,1,38877b24,21,0,19
762,762,0,1,38883e74,21,0,19
763,763,0,1,388901c4,21,0,19
764,764,0,1,3889c514,21,0,19
765,765,0,1,388a8864,21,0,19
766,766,0,1,388b4bb4,21,0,19
767,767,0,1,388c0f04,21,0,19
768,768,0,1,388cd254,21,0,19
769,769,0,1,388d95a4,21,0,19
770,770,0,1,388e58f4,21,0,19
771,771,0,1,388f1c44,21,0,19
772,772,0,1,388fdf94,21,0,19
773,773,0,1,3890a2e4,21,0,19
774,774,0,1,38916634,21,0,19
775,775,0,1,38922984,21,0,19
776,776,0,1,3892ecd4,21,0,20
777,777,0,1,3893b024,21,0,20
778,778,0,1,38947374,22,0,20
779,779,0,1,389536c4,22,0,20
780,780,0,1,3895fa14,21,0,20
781,781,0,1,3896bd64,22,0,20
782,782,0,1,389780b4,22,0,20
783,783,0,1,38984404,21,0,20
784,784,0,1,38990754,22,0,20
785,785,0,1,3899caa4,22,0,20
786,786,0,1,389a8df4,21,0,20
787,787,0,1,389b5144,21,0,20
788,788,0,1,389c1494,22,0,20
789,789,0,1,389cd7e4,22,0,20
790,790,0,1,389d9b34,21,0,20
791,791,0,1,389e5e84,22,0,20
792,792,0,1,389f21d4,22,0,20
793,793,0,1,389fe524,21,0,20
794,794,0,1,38a0a874,22,0,20
795,795,0,1,38a16bc4,22,0,20
796,796,0,1,38a22f14,21,0,20
797,797,0,1,38a2f264,21,0,20
798,798,0,1,38a3b5b4,22,0,20
799,799,0,1,38a47904,21,0,20
800,800,0,1,38a53c54,21,0,20
801,801,0,1,38a5ffa4,22,0,20
802,802,0,1,38a6c2f4,22,0,20
803,803,0,1,38a78644,21,0,20
804,804,0,1,38a84994,21,0,20
805,805,0,1,38a90ce4,22,0,20
806,806,0,1,38a9d034,22,0,20
807,807,0,1,38aa9384,21,0,20
808,808,0,1,38ab56d4,22,0,20
809,809,0,1,38ac1a24,21,0,20
810,810,0,1,38acdd74,21,0,20
811,811,0,1,38ada0c4,22,0,20
812,812,0,1,38ae6414,22,0,20
813,813,0,1,38af2764,22,0,20
814,814,0,1,38afeab4,22,0,20
815,815,0,1,38b0ae04,21,0,20
816,816,0,1,38b17154,21,0,21
817,817,0,1,38b234a4,22,0,21
818,818,0,1,38b2f7f4,22,0,21
819,819,0,1,38b3bb44,23,0,21
820,820,0,1,38b47e94,23,0,21
821,821,0,1,38b541e4,22,0,21
822,822,0,1,38b60534,23,0,21
823,823,0,1,38b6c884,23,0,21
824,824,0,1,38b78bd4,22,0,21
825,825,0,1,38b84f24,22,0,21
826,826,0,1,38b91274,24,0,21
827,827,0,1,38b9d5c4,22,0,21
828,828,0,1,38ba9914,22,0,21
829,829,0,1,38bb5c64,23,0,21
830,830,0,1,38bc1fb4,23,0,21
831,831,0,1,38bce304,22,0,21
832,832,0,1,38bda654,22,0,21
833,833,0,1,38be69a4,23,0,21
834,834,0,1,38bf2cf4,22,0,21
835,835,0,1,38bff044,23,0,21
836,836,0,1,38c0b394,23,0,21
837,837,0,1,38c176e4,22,0,21
838,838,0,1,38c23a34,22,0,21
839,839,0,1,38c2fd84,23,0,21
840,840,0,1,38c3c0d4,23,0,21
841,841,0,1,38c48424,22,0,21
842,842,0,1,38c54774,23,0,21
843,843,0,1,38c60ac4,22,0,21
844,844,0,1,38c6ce14,22,0,21
845,845,0,1,38c79164,22,0,21
846,846,0,1,38c854b4,22,0,21
847,847,0,1,38c91804,25,0,21
848,848,0,1,38c9db54,23,0,21
849,849,0,1,38ca9ea4,22,0,21
850,850,0,1,38cb61f4,22,0,21
851,851,0,1,38cc2544,23,0,21
852,852,0,1,38cce894,22,0,21
853,853,0,1,38cdabe4,23,0,21
854,854,0,1,38ce6f34,23,0,21
855,855,0,1,38cf3284,23,0,21
856,856,0,1,38cff5d4,23,0,22
857,857,0,1,38d0b924,25,0,22
858,858,0,1,38d17c74,25,0,22
859,859,0,1,38d23fc4,25,0,22
860,860,0,1,38d30314,25,0,22
861,861,0,1,38d3c664,25,0,22
862,862,0,1,38d489b4,23,0,22
863,863,0,1,38d54d04,25,0,22
864,864,0,1,38d61054,25,0,22
865,865,0,1,38d6d3a4,25,0,22
866,866,0,1,38d796f4,24,0,22
867,867,0,1,38d85a44,25,0,22
868,868,0,1,38d91d94,25,0,22
869,869,0,1,38d9e0e4,24,0,22
870,870,0,1,38daa434,25,0,22
871,871,0,1,38db6784,25,0,22
872,872,0,1,38dc2ad4,24,0,22
873,873,0,1,38dcee24,25,0,22
874,874,0,1,38ddb174,25,0,22
875,875,0,1,38de74c4,25,0,22
876,876,0,1,38df3814,23,0,22
877,877,0,1,38dffb64,23,0,22
878,878,0,1,38e0beb4,25,0,22
879,879,0,1,38e18204,25,0,22
880,880,0,1,38e24554,25,0,22
881,881,0,1,38e308a4,25,0,22
882,882,0,1,38e3cbf4,25,0,22
883,883,0,1,38e48f44,25,0,22
884,884,0,1,38e55294,25,0,22
885,885,0,1,38e615e4,25,0,22
886,886,0,1,38e6d934,25,0,22
887,887,0,1,38e79c84,25,0,22
888,888,0,1,38e85fd4,25,0,22
889,889,0,1,38e92324,25,0,22
890,890,0,1,38e9e674,25,0,22
891,891,0,1,38eaa9c4,23,0,22
892,892,0,1,38eb6d14,25,0,22
893,893,0,1,38ec3064,25,0,22
894,894,0,1,38ecf3b4,25,0,22
895,895,0,1,38edb704,25,0,22
896,896,0,1,38ee7a54,25,0,23
897,897,0,1,38ef3da4,25,0,23
898,898,0,1,38f000f4,25,0,23
899,899,0,1,38f0c444,25,0,23
900,900,0,1,38f18794,25,0,23
901,901,0,1,38f24ae4,25,0,23
902,902,0,1,38f30e34,25,0,23
903,903,0,1,38f3d184,25,0,23
904,904,0,1,38f494d4,25,0,23
905,905,0,1,38f55824,25,0,23
906,906,0,1,38f61b74,25,0,23
907,907,0,1,38f6dec4,25,0,23
908,908,0,1,38f7a214,25,0,23
909,909,0,1,38f86564,25,0,23
910,910,0,1,38f928b4,25,0,23
911,911,0,1,38f9ec04,25,0,23
912,912,0,1,38faaf54,25,0,23
913,913,0,1,38fb72a4,25,0,23
914,914,0,1,38fc35f4,25,0,23
915,915,0,1,38fcf944,25,0,23
916,916,0,1,38fdbc94,25,0,23
917,917,0,1,38fe7fe4,25,0,23
918,918,0,1,38ff4334,25,0,23
919,919,0,1,39000684,25,0,23
920,920,0,1,3900c9d4,25,0,23
921,921,0,1,39018d24,25,0,23
922,922,0,1,39025074,25,0,23
923,923,0,1,390313c4,25,0,23
924,924,0,1,3903d714,25,0,23
925,925,0,1,39049a64,25,0,23
926,926,0,1,39055db4,25,0,23
927,927,0,1,39062104,25,0,23
928,928,0,1,3906e454,25,0,23
929,929,0,1,3907a7a4,25,0,23
930,930,0,1,39086af4,25,0,23
931,931,0,1,39092e44,25,0,23
932,932,0,1,3909f194,25,0,23
933,933,0,1,390ab4e4,25,0,23
934,934,0,1,390b7834,25,0,23
935,935,0,1,390c3b84,25,0,23
936,936,0,1,390cfed4,25,0,24
937,937,0,1,390dc224,25,0,24
938,938,0,1,390e8574,25,0,24
939,939,0,1,390f48c4,25,0,24
940,940,0,1,39100c14,26,0,24
941,941,0,1,3910cf64,25,0,24
942,942,0,1,391192b4,25,0,24
943,943,0,1,39125604,25,0,24
944,944,0,1,39131954,25,0,24
945,945,0,1,3913dca4,25,0,24
946,946,0,1,39149ff4,26,0,24
947,947,0,1,39156344,26,0,24
948,948,0,1,39162694,25,0,24
949,949,0,1,3916e9e4,25,0,24
950,950,0,1,3917ad34,25,0,24
951,951,0,1,39187084,25,0,24
952,952,0,1,391933d4,25,0,24
953,953,0,1,3919f724,26,0,24
954,954,0,1,391aba74,25,0,24
955,955,0,1,391b7dc4,25,0,24
956,956,0,1,391c4114,25,0,24
957,957,0,1,391d0464,25,0,24
958,958,0,1,391dc7b4,25,0,24
959,959,0,1,391e8b04,26,0,24
960,960,0,1,391f4e54,25,0,24
961,961,0,1,392011a4,25,0,24
962,962,0,1,3920d4f4,25,0,24
963,963,0,1,39219844,25,0,24
964,964,0,1,39225b94,25,0,24
965,965,0,1,39231ee4,25,0,24
966,966,0,1,3923e234,26,0,24
967,967,0,1,3924a584,25,0,24
968,968,0,1,392568d4,25,0,24
969,969,0,1,39262c24,25,0,24
970,970,0,1,3926ef74,25,0,24
971,971,0,1,3927b2c4,25,0,24
972,972,0,1,39287614,25,0,24
973,973,0,1,39293964,26,0,24
974,974,0,1,3929fcb4,25,0,24
975,975,0,1,392ac004,25,0,24
976,976,0,1,392b8354,25,0,25
977,977,0,1,392c46a4,26,0,25
978,978,0,1,392d09f4,26,0,25
979,979,0,1,392dcd44,26,0,25
980,980,0,1,392e9094,26,0,25
981,981,0,1,392f53e4,26,0,25
982,982,0,1,39301734,26,0,25
983,983,0,1,3930da84,26,0,25
984,984,0,1,39319dd4,26,0,25
985,985,0,1,39326124,26,0,25
986,986,0,1,39332474,26,0,25
987,987,0,1,3933e7c4,26,0,25
988,988,0,1,3934ab14,26,0,25
989,989,0,1,39356e64,26,0,25
990,990,0,1,393631b4,26,0,25
991,991,0,1,3936f504,26,0,25
992,992,0,1,3937b854,26,0,25
993,993,0,1,39387ba4,26,0,25
994,994,0,1,39393ef4,26,0,25
995,995,0,1,393a0244,26,0,25
996,996,0,1,393ac594,26,0,25
997,997,0,1,393b88e4,26,0,25
998,998,0,1,393c4c34,26,0,25
999,999,0,1,393d0f84,26,0,25
1000,1000,0,1,393dd2d4,26,0,25
1001,1001,0,1,393e9624,26,0,25
1002,1002,0,1,393f5974,26,0,25
1003,1003,0,1,39401cc4,26,0,25
1004,1004,0,1,3940e014,26,0,25
1005,1005,0,1,3941a364,26,0,25
1006,1006,0,1,394266b4,26,0,25
1007,1007,0,1,39432a04,26,0,25
1008,1008,0,1,3943ed54,26,0,25
1009,1009,0,1,3944b0a4,26,0,25
1010,1010,0,1,394573f4,26,0,25
1011,1011,0,1,39463744,26,0,25
1012,1012,0,1,3946fa94,26,0,25
1013,1013,0,1,3947bde4,26,0,25
1014,1014,0,1,39488134,26,0,25
1015,1015,0,1,39494484,26,0,25
1016,1016,0,1,394a07d4,26,0,26
1017,1017,0,1,394acb24,26,0,26
1018,1018,0,1,394b8e74,27,0,26
1019,1019,0,1,394c51c4,28,0,26
1020,1020,0,1,394d1514,28,0,26
1021,1021,0,1,394dd864,26,0,26
1022,1022,0,1,394e9bb4,28,0,26
1023,1023,0,1,394f5f04,29,0,26
1024,1024,0,1,39502254,26,0,26
1025,1025,0,1,3950e5a4,27,0,26
1026,1026,0,1,3951a8f4,28,0,26
1027,1027,0,1,39526c44,28,0,26
1028,1028,0,1,39532f94,26,0,26
1029,1029,0,1,3953f2e4,28,0,26
1030,1030,0,1,3954b634,28,0,26
1031,1031,0,1,39557984,26,0,26
1032,1032,0,1,39563cd4,28,0,26
1033,1033,0,1,39570024,28,0,26
1034,1034,0,1,3957c374,26,0,26
1035,1035,0,1,395886c4,27,0,26
1036,1036,0,1,39594a14,26,0,26
1037,1037,0,1,395a0d64,29,0,26
1038,1038,0,1,395ad0b4,28,0,26
1039,1039,0,1,395b9404,28,0,26
1040,1040,0,1,395c5754,28,0,26
1041,1041,0,1,395d1aa4,26,0,26
1042,1042,0,1,395dddf4,26,0,26
1043,1043,0,1,395ea144,26,0,26
1044,1044,0,1,395f6494,28,0,26
1045,1045,0,1,396027e4,26,0,26
1046,1046,0,1,3960eb34,27,0,26
1047,1047,0,1,3961ae84,28,0,26
1048,1048,0,1,396271d4,27,0,26
1049,1049,0,1,39633524,27,0,26
1050,1050,0,1,3963f874,26,0,26
1051,1051,0,1,3964bbc4,29,0,26
1052,1052,0,1,39657f14,26,0,26
1053,1053,0,1,39664264,26,0,26
1054,1054,0,1,396705b4,28,0,26
1055,1055,0,1,3967c904,28,0,26
1056,1056,0,1,39688c54,28,0,27
1057,1057,0,1,39694fa4,29,0,27
1058,1058,0,1,396a12f4,29,0,27
1059,1059,0,1,396ad644,29,0,27
1060,1060,0,1,396b9994,29,0,27
1061,1061,0,1,396c5ce4,29,0,27
1062,1062,0,1,396d2034,29,0,27
1063,1063,0,1,396de384,29,0,27
1064,1064,0,1,396ea6d4,29,0,27
1065,1065,0,1,396f6a24,29,0,27
1066,1066,0,1,39702d74,29,0,27
1067,1067,0,1,3970f0c4,29,0,27
1068,1068,0,1,3971b414,29,0,27
1069,1069,0,1,39727764,29,0,27
1070,1070,0,1,39733ab4,29,0,27
1071,1071,0,1,3973fe04,29,0,27
1072,1072,0,1,3974c154,29,0,27
1073,1073,0,1,397584a4,29,0,27
1074,1074,0,1,397647f4,29,0,27
1075,1075,0,1,39770b44,29,0,27
1076,1076,0,1,3977ce94,29,0,27
1077,1077,0,1,397891e4,29,0,27
1078,1078,0,1,39795534,29,0,27
1079,1079,0,1,397a1884,29,0,27
1080,1080,0,1,397adbd4,29,0,27
1081,1081,0,1,397b9f24,29,0,27
1082,1082,0,1,397c6274,29,0,27
1083,1083,0,1,397d25c4,29,0,27
1084,1084,0,1,397de914,29,0,27
1085,1085,0,1,397eac64,29,0,27
1086,1086,0,1,397f6fb4,29,0,27
1087,1087,0,1,39803304,29,0,27
1088,1088,0,1,3980f654,29,0,27
1089,1089,0,1,3981b9a4,29,0,27
1090,1090,0,1,39827cf4,29,0,27
1091,1091,0,1,39834044,29,0,27
1092,1092,0,1,39840394,29,0,27
1093,1093,0,1,3984c6e4,29,0,27
1094,1094,0,1,39858a34,29,0,27
1095,1095,0,1,39864d84,29,0,27
1096,1096,0,1,398710d4,29,0,28
1097,1097,0,1,3987d424,29,0,28
1098,1098,0,1,39889774,29,0,28
1099,1099,0,1,39895ac4,29,0,28
1100,1100,0,1,398a1e14,29,0,28
1101,1101,0,1,398ae164,29,0,28
1102,1102,0,1,398ba4b4,29,0,28
1103,1103,0,1,398c6804,29,0,28
1104,1104,0,1,398d2b54,29,0,28
1105,1105,0,1,398deea4,29,0,28
1106,1106,0,1,398eb1f4,29,0,28
1107,1107,0,1,398f7544,29,0,28
1108,1108,0,1,39903894,29,0,28
1109,1109,0,1,3990fbe4,29,0,28
1110,1110,0,1,3991bf34,29,0,28
1111,1111,0,1,39928284,29,0,28
1112,1112,0,1,399345d4,29,0,28
1113,1113,0,1,39940924,29,0,28
1114,1114,0,1,3994cc74,29,0,28
1115,1115,0,1,39958fc4,29,0,28
1116,1116,0,1,39965314,29,0,28
1117,1117,0,1,39971664,29,0,28
1118,1118,0,1,3997d9b4,29,0,28
1119,1119,0,1,39989d04,29,0,28
1120,1120,0,1,39996054,29,0,28
1121,1121,0,1,399a23a4,29,0,28
1122,1122,0,1,399ae6f4,29,0,28
1123,1123,0,1,399baa44,29,0,28
1124,1124,0,1,399c6d94,29,0,28
1125,1125,0,1,399d30e4,29,0,28
1126,1126,0,1,399df434,29,0,28
1127,1127,0,1,399eb784,29,0,28
1128,1128,0,1,399f7ad4,29,0,28
1129,1129,0,1,39a03e24,29,0,28
1130,1130,0,1,39a10174,29,0,28
1131,1131,0,1,39a1c4c4,29,0,28
1132,1132,0,1,39a28814,29,0,28
1133,1133,0,1,39a34b64,29,0,28
1134,1134,0,1,39a40eb4,29,0,28
1135,1135,0,1,39a4d204,29,0,28
1136,1136,0,1,39a59554,29,0,29
1137,1137,0,1,39a658a4,30,0,29
1138,1138,0,1,39a71bf4,30,0,29
1139,1139,0,1,39a7df44,30,0,29
1140,1140,0,1,39a8a294,30,0,29
1141,1141,0,1,39a965e4,30,0,29
1142,1142,0,1,39aa2934,30,0,29
1143,1143,0,1,39aaec84,30,0,29
1144,1144,0,1,39abafd4,29,0,29
1145,1145,0,1,39ac7324,30,0,29
1146,1146,0,1,39ad3674,30,0,29
1147,1147,0,1,39adf9c4,29,0,29
1148,1148,0,1,39aebd14,30,0,29
1149,1149,0,1,39af8064,30,0,29
1150,1150,0,1,39b043b4,30,0,29
1151,1151,0,1,39b10704,29,0,29
1152,1152,0,1,39b1ca54,30,0,29
1153,1153,0,1,39b28da4,30,0,29
1154,1154,0,1,39b350f4,30,0,29
1155,1155,0,1,39b41444,30,0,29
1156,1156,0,1,39b4d794,30,0,29
1157,1157,0,1,39b59ae4,30,0,29
1158,1158,0,1,39b65e34,30,0,29
1159,1159,0,1,39b72184,30,0,29
1160,1160,0,1,39b7e4d4,30,0,29
1161,1161,0,1,39b8a824,30,0,29
1162,1162,0,1,39b96b74,30,0,29
1163,1163,0,1,39ba2ec4,30,0,29
1164,1164,0,1,39baf214,29,0,29
1165,1165,0,1,39bbb564,30,0,29
1166,1166,0,1,39bc78b4,30,0,29
1167,1167,0,1,39bd3c04,29,0,29
1168,1168,0,1,39bdff54,30,0,29
1169,1169,0,1,39bec2a4,30,0,29
1170,1170,0,1,39bf85f4,30,0,29
1171,1171,0,1,39c04944,29,0,29
1172,1172,0,1,39c10c94,30,0,29
1173,1173,0,1,39c1cfe4,30,0,29
1174,1174,0,1,39c29334,29,0,29
1175,1175,0,1,39c35684,30,0,29
1176,1176,0,1,39c419d4,30,0,30
1177,1177,0,1,39c4dd24,30,0,30
1178,1178,0,1,39c5a074,30,0,30
1179,1179,0,1,39c663c4,30,0,30
1180,1180,0,1,39c72714,30,0,30
1181,1181,0,1,39c7ea64,30,0,30
1182,1182,0,1,39c8adb4,30,0,30
1183,1183,0,1,39c97104,30,0,30
1184,1184,0,1,39ca3454,30,0,30
1185,1185,0,1,39caf7a4,30,0,30
1186,1186,0,1,39cbbaf4,30,0,30
1187,1187,0,1,39cc7e44,30,0,30
1188,1188,0,1,39cd4194,30,0,30
1189,1189,0,1,39ce04e4,30,0,30
1190,1190,0,1,39cec834,30,0,30
1191,1191,0,1,39cf8b84,30,0,30
1192,1192,0,1,39d04ed4,30,0,30
1193,1193,0,1,39d11224,30,0,30
1194,1194,0,1,39d1d574,30,0,30
1195,1195,0,1,39d298c4,30,0,30
1196,1196,0,1,39d35c14,30,0,30
1197,1197,0,1,39d41f64,30,0,30
1198,1198,0,1,39d4e2b4,30,0,30
1199,1199,0,1,39d5a604,30,0,30
1200,1200,0,1,39d66954,30,0,30
1201,1201,0,1,39d72ca4,30,0,30
1202,1202,0,1,39d7eff4,30,0,30
1203,1203,0,1,39d8b344,30,0,30
1204,1204,0,1,39d97694,30,0,30
1205,1205,0,1,39da39e4,30,0,30
1206,1206,0,1,39dafd34,30,0,30
1207,1207,0,1,39dbc084,30,0,30
1208,1208,0,1,39dc83d4,30,0,30
1209,1209,0,1,39dd4724,30,0,30
1210,1210,0,1,39de0a74,30,0,30
1211,1211,0,1,39decdc4,30,0,30
1212,1212,0,1,39df9114,30,0,30
1213,1213,0,1,39e05464,30,0,30
1214,1214,0,1,39e117b4,30,0,30
1215,1215,0,1,39e1db04,30,0,30
1216,1216,0,1,39e29e54,30,0,31
1217,1217,0,1,39e361a4,32,0,31
1218,1218,0,1,39e424f4,32,0,31
1219,1219,0,1,39e4e844,32,0,31
1220,1220,0,1,39e5ab94,33,0,31
1221,1221,0,1,39e66ee4,33,0,31
1222,1222,0,1,39e73234,32,0,31
1223,1223,0,1,39e7f584,33,0,31
1224,1224,0,1,39e8b8d4,33,0,31
1225,1225,0,1,39e97c24,32,0,31
1226,1226,0,1,39ea3f74,32,0,31
1227,1227,0,1,39eb02c4,33,0,31
1228,1228,0,1,39ebc614,33,0,31
1229,1229,0,1,39ec8964,32,0,31
1230,1230,0,1,39ed4cb4,32,0,31
1231,1231,0,1,39ee1004,32,0,31
1232,1232,0,1,39eed354,32,0,31
1233,1233,0,1,39ef96a4,32,0,31
1234,1234,0,1,39f059f4,32,0,31
1235,1235,0,1,39f11d44,33,0,31
1236,1236,0,1,39f1e094,32,0,31
1237,1237,0,1,39f2a3e4,32,0,31
1238,1238,0,1,39f36734,33,0,31
1239,1239,0,1,39f42a84,32,0,31
1240,1240,0,1,39f4edd4,31,0,31
1241,1241,0,1,39f5b124,33,0,31
1242,1242,0,1,39f67474,33,0,31
1243,1243,0,1,39f737c4,32,0,31
1244,1244,0,1,39f7fb14,33,0,31
1245,1245,0,1,39f8be64,32,0,31
1246,1246,0,1,39f981b4,32,0,31
1247,1247,0,1,39fa4504,32,0,31
1248,1248,0,1,39fb0854,33,0,31
1249,1249,0,1,39fbcba4,32,0,31
1250,1250,0,1,39fc8ef4,32,0,31
1251,1251,0,1,39fd5244,33,0,31
1252,1252,0,1,39fe1594,32,0,31
1253,1253,0,1,39fed8e4,32,0,31
1254,1254,0,1,39ff9c34,33,0,31
1255,1255,0,1,3a005f84,33,0,31
1256,1256,0,1,3a0122d4,32,0,32
1257,1257,0,1,3a01e624,33,0,32
1258,1258,0,1,3a02a974,33,0,32
1259,1259,0,1,3a036cc4,33,0,32
1260,1260,0,1,3a043014,33,0,32
1261,1261,0,1,3a04f364,33,0,32
1262,1262,0,1,3a05b6b4,33,0,32
1263,1263,0,1,3a067a04,33,0,32
1264,1264,0,1,3a073d54,33,0,32
1265,1265,0,1,3a0800a4,33,0,32
1266,1266,0,1,3a08c3f4,33,0,32
1267,1267,0,1,3a098744,33,0,32
1268,1268,0,1,3a0a4a94,33,0,32
1269,1269,0,1,3a0b0de4,33,0,32
1270,1270,0,1,3a0bd134,33,0,32
1271,1271,0,1,3a0c9484,33,0,32
1272,1272,0,1,3a0d57d4,33,0,32
1273,1273,0,1,3a0e1b24,33,0,32
1274,1274,0,1,3a0ede74,33,0,32
1275,1275,0,1,3a0fa1c4,33,0,32
1276,1276,0,1,3a106514,33,0,32
1277,1277,0,1,3a112864,33,0,32
1278,1278,0,1,3a11ebb4,33,0,32
1279,1279,0,1,3a12af04,33,0,32
1280,1280,0,1,3a137254,33,0,32
1281,1281,0,1,3a1435a4,33,0,32
1282,1282,0,1,3a14f8f4,33,0,32
1283,1283,0,1,3a15bc44,33,0,32
1284,1284,0,1,3a167f94,33,0,32
1285,1285,0,1,3a1742e4,33,0,32
1286,1286,0,1,3a180634,33,0,32
1287,1287,0,1,3a18c984,33,0,32
1288,1288,0,1,3a198cd4,33,0,32
1289,1289,0,1,3a1a5024,33,0,32
1290,1290,0,1,3a1b1374,33,0,32
1291,1291,0,1,3a1bd6c4,33,0,32
1292,1292,0,1,3a1c9a14,33,0,32
1293,1293,0,1,3a1d5d64,33,0,32
1294,1294,0,1,3a1e20b4,33,0,32
1295,1295,0,1,3a1ee404,33,0,32
1296,1296,0,1,3a1fa754,33,0,33
1297,1297,0,1,3a206aa4,34,0,33
1298,1298,0,1,3a212df4,34,0,33
1299,1299,0,1,3a21f144,34,0,33
1300,1300,0,1,3a22b494,33,0,33
1301,1301,0,1,3a2377e4,34,0,33
1302,1302,0,1,3a243b34,34,0,33
1303,1303,0,1,3a24fe84,33,0,33
1304,1304,0,1,3a25c1d4,34,0,33
1305,1305,0,1,3a268524,33,0,33
1306,1306,0,1,3a274874,33,0,33
1307,1307,0,1,3a280bc4,33,0,33
1308,1308,0,1,3a28cf14,34,0,33
1309,1309,0,1,3a299264,34,0,33
1310,1310,0,1,3a2a55b4,33,0,33
1311,1311,0,1,3a2b1904,34,0,33
1312,1312,0,1,3a2bdc54,33,0,33
1313,1313,0,1,3a2c9fa4,33,0,33
1314,1314,0,1,3a2d62f4,34,0,33
1315,1315,0,1,3a2e2644,34,0,33
1316,1316,0,1,3a2ee994,34,0,33
1317,1317,0,1,3a2face4,34,0,33
1318,1318,0,1,3a307034,34,0,33
1319,1319,0,1,3a313384,33,0,33
1320,1320,0,1,3a31f6d4,34,0,33
1321,1321,0,1,3a32ba24,34,0,33
1322,1322,0,1,3a337d74,33,0,33
1323,1323,0,1,3a3440c4,33,0,33
1324,1324,0,1,3a350414,34,0,33
1325,1325,0,1,3a35c764,34,0,33
1326,1326,0,1,3a368ab4,33,0,33
1327,1327,0,1,3a374e04,34,0,33
1328,1328,0,1,3a381154,33,0,33
1329,1329,0,1,3a38d4a4,33,0,33
1330,1330,0,1,3a3997f4,34,0,33
1331,1331,0,1,3a3a5b44,33,0,33
1332,1332,0,1,3a3b1e94,34,0,33
1333,1333,0,1,3a3be1e4,34,0,33
1334,1334,0,1,3a3ca534,34,0,33
1335,1335,0,1,3a3d6884,34,0,33
1336,1336,0,1,3a3e2bd4,33,0,34
1337,1337,0,1,3a3eef24,34,0,34
1338,1338,0,1,3a3fb274,34,0,34
1339,1339,0,1,3a4075c4,34,0,34
1340,1340,0,1,3a413914,35,0,34
1341,1341,0,1,3a41fc64,35,0,34
1342,1342,0,1,3a42bfb4,34,0,34
1343,1343,0,1,3a438304,35,0,34
1344,1344,0,1,3a444654,34,0,34
1345,1345,0,1,3a4509a4,34,0,34
1346,1346,0,1,3a45ccf4,34,0,34
1347,1347,0,1,3a469044,35,0,34
1348,1348,0,1,3a475394,34,0,34
1349,1349,0,1,3a4816e4,34,0,34
1350,1350,0,1,3a48da34,34,0,34
1351,1351,0,1,3a499d84,34,0,34
1352,1352,0,1,3a4a60d4,34,0,34
1353,1353,0,1,3a4b2424,35,0,34
1354,1354,0,1,3a4be774,34,0,34
1355,1355,0,1,3a4caac4,35,0,34
1356,1356,0,1,3a4d6e14,34,0,34
1357,1357,0,1,3a4e3164,34,0,34
1358,1358,0,1,3a4ef4b4,34,0,34
1359,1359,0,1,3a4fb804,34,0,34
1360,1360,0,1,3a507b54,35,0,34
1361,1361,0,1,3a513ea4,34,0,34
1362,1362,0,1,3a5201f4,35,0,34
